Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,"t01",Periodic,9,0.000000,4.700000,4.700000,150.000000,,,150.000000,HARD,,
2,"t02",Aperiodic,15,0.000000,1.900000,1.900000,30.000000,30.000000,60.000000,30.000000,HARD,,
3,"t03",Periodic,19,0.000000,0.100000,0.100000,10.000000,,,10.000000,HARD,,
4,"t04",Periodic,13,0.000000,1.900000,1.900000,60.000000,,,60.000000,HARD,,
5,"t05",Aperiodic,18,0.000000,0.200000,0.200000,10.000000,10.000000,20.000000,10.000000,HARD,,
6,"t06",Periodic,17,0.000000,0.100000,0.100000,10.000000,,,10.000000,HARD,,
7,"t07",Periodic,12,0.000000,1.700000,1.700000,70.000000,,,70.000000,HARD,,
8,"t08",Periodic,7,0.000000,7.100000,7.100000,260.000000,,,260.000000,HARD,,
9,"t09",Aperiodic,16,0.000000,0.100000,0.100000,10.000000,10.000000,20.000000,10.000000,HARD,,
10,"t10",Aperiodic,8,0.000000,0.200000,0.200000,180.000000,180.000000,320.000000,180.000000,HARD,,
11,"t11",Periodic,10,0.000000,0.900000,0.900000,90.000000,,,90.000000,HARD,,
12,"t12",Periodic,14,0.000000,0.200000,0.200000,40.000000,,,40.000000,HARD,,
13,"t13",Periodic,1,0.000000,50.700000,50.700000,650.000000,,,650.000000,HARD,,
14,"t14",Periodic,3,0.000000,8.400000,8.400000,440.000000,,,440.000000,HARD,,
15,"t15",Periodic,11,0.000000,0.300000,0.300000,80.000000,,,80.000000,HARD,,
16,"t16",Periodic,0,0.000000,199.600000,199.600000,900.000000,,,900.000000,HARD,,
17,"t17",Periodic,6,0.000000,15.900000,15.900000,330.000000,,,330.000000,HARD,,
18,"t18",Aperiodic,5,0.000000,6.400000,6.400000,370.000000,370.000000,530.000000,370.000000,HARD,,
19,"t19",Periodic,2,0.000000,21.300000,21.300000,600.000000,,,600.000000,HARD,,
20,"t20",Aperiodic,4,0.000000,15.400000,15.400000,410.000000,410.000000,710.000000,410.000000,HARD,,

