Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,15,0.000000,0.400000,0.400000,30.000000,,,30.000000,HARD,,
2,t02,Aperiodic,8,0.000000,0.500000,0.500000,120.000000,120.000000,140.000000,120.000000,HARD,,
3,t03,Aperiodic,7,0.000000,2.000000,2.000000,130.000000,130.000000,200.000000,130.000000,HARD,,
4,t04,Aperiodic,14,0.000000,1.000000,1.000000,30.000000,30.000000,50.000000,30.000000,HARD,,
5,t05,Periodic,0,0.000000,75.100000,75.100000,770.000000,,,770.000000,HARD,,
6,t06,Periodic,19,0.000000,0.100000,0.100000,10.000000,,,10.000000,HARD,,
7,t07,Periodic,13,0.000000,1.400000,1.400000,30.000000,,,30.000000,HARD,,
8,t08,Periodic,4,0.000000,0.900000,0.900000,230.000000,,,230.000000,HARD,,
9,t09,Periodic,2,0.000000,1.500000,1.500000,350.000000,,,350.000000,HARD,,
10,t10,Aperiodic,18,0.000000,0.200000,0.200000,10.000000,10.000000,20.000000,10.000000,HARD,,
11,t11,Periodic,6,0.000000,5.500000,5.500000,180.000000,,,180.000000,HARD,,
12,t12,Aperiodic,17,0.000000,0.300000,0.300000,10.000000,10.000000,20.000000,10.000000,HARD,,
13,t13,Aperiodic,12,0.000000,0.900000,0.900000,40.000000,40.000000,80.000000,40.000000,HARD,,
14,t14,Periodic,1,0.000000,39.100000,39.100000,370.000000,,,370.000000,HARD,,
15,t15,Periodic,10,0.000000,6.800000,6.800000,70.000000,,,70.000000,HARD,,
16,t16,Periodic,16,0.000000,0.200000,0.200000,10.000000,,,10.000000,HARD,,
17,t17,Aperiodic,5,0.000000,2.000000,2.000000,210.000000,210.000000,390.000000,210.000000,HARD,,
18,t18,Periodic,11,0.000000,3.700000,3.700000,50.000000,,,50.000000,HARD,,
19,t19,Aperiodic,3,0.000000,16.200000,16.200000,300.000000,300.000000,600.000000,300.000000,HARD,,
20,t20,Periodic,9,0.000000,0.100000,0.100000,110.000000,,,110.000000,HARD,,

