Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,"t01",Aperiodic,1,0.000000,21.000000,21.000000,510.000000,510.000000,520.000000,510.000000,HARD,,
2,"t02",Aperiodic,18,0.000000,0.500000,0.500000,20.000000,20.000000,40.000000,20.000000,HARD,,
3,"t03",Periodic,9,0.000000,1.100000,1.100000,110.000000,,,110.000000,HARD,,
4,"t04",Aperiodic,13,0.000000,2.000000,2.000000,30.000000,30.000000,60.000000,30.000000,HARD,,
5,"t05",Aperiodic,8,0.000000,2.400000,2.400000,110.000000,110.000000,200.000000,110.000000,HARD,,
6,"t06",Periodic,17,0.000000,1.000000,1.000000,20.000000,,,20.000000,HARD,,
7,"t07",Periodic,5,0.000000,25.200000,25.200000,370.000000,,,370.000000,HARD,,
8,"t08",Periodic,16,0.000000,0.500000,0.500000,20.000000,,,20.000000,HARD,,
9,"t09",Aperiodic,11,0.000000,8.400000,8.400000,60.000000,60.000000,80.000000,60.000000,HARD,,
10,"t10",Periodic,6,0.000000,5.100000,5.100000,300.000000,,,300.000000,HARD,,
11,"t11",Aperiodic,12,0.000000,0.100000,0.100000,30.000000,30.000000,40.000000,30.000000,HARD,,
12,"t12",Aperiodic,0,0.000000,5.900000,5.900000,650.000000,650.000000,840.000000,650.000000,HARD,,
13,"t13",Periodic,3,0.000000,0.700000,0.700000,430.000000,,,430.000000,HARD,,
14,"t14",Aperiodic,4,0.000000,5.000000,5.000000,390.000000,390.000000,740.000000,390.000000,HARD,,
15,"t15",Periodic,15,0.000000,0.100000,0.100000,20.000000,,,20.000000,HARD,,
16,"t16",Periodic,2,0.000000,2.600000,2.600000,480.000000,,,480.000000,HARD,,
17,"t17",Periodic,7,0.000000,9.300000,9.300000,180.000000,,,180.000000,HARD,,
18,"t18",Periodic,14,0.000000,2.400000,2.400000,20.000000,,,20.000000,HARD,,
19,"t19",Periodic,19,0.000000,0.100000,0.100000,10.000000,,,10.000000,HARD,,
20,"t20",Periodic,10,0.000000,1.200000,1.200000,60.000000,,,60.000000,HARD,,

