Task ID, Task Name,Task Type,Task Priority,Offset,WCET min,WCET max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,2,0.000000,5.300000,5.300000,560.000000,,,560.000000,HARD,,
2,t02,Aperiodic,10,0.000000,0.300000,0.300000,100.000000,100.000000,170.000000,100.000000,HARD,,
3,t03,Periodic,11,0.000000,6.800000,6.800000,80.000000,,,80.000000,HARD,,
4,t04,Periodic,6,0.000000,1.800000,1.800000,310.000000,,,310.000000,HARD,,
5,t05,Periodic,19,0.000000,0.200000,0.200000,10.000000,,,10.000000,HARD,,
6,t06,Aperiodic,7,0.000000,7.300000,7.300000,300.000000,300.000000,450.000000,300.000000,HARD,,
7,t07,Periodic,9,0.000000,2.200000,2.200000,110.000000,,,110.000000,HARD,,
8,t08,Periodic,16,0.000000,0.200000,0.200000,40.000000,,,40.000000,HARD,,
9,t09,Aperiodic,13,0.000000,1.300000,1.300000,60.000000,60.000000,120.000000,60.000000,HARD,,
10,t10,Periodic,4,0.000000,10.800000,10.800000,330.000000,,,330.000000,HARD,,
11,t11,Aperiodic,1,0.000000,14.000000,14.000000,690.000000,690.000000,960.000000,690.000000,HARD,,
12,t12,Aperiodic,3,0.000000,6.500000,6.500000,420.000000,420.000000,660.000000,420.000000,HARD,,
13,t13,Aperiodic,0,0.000000,44.600000,44.600000,820.000000,820.000000,1410.000000,820.000000,HARD,,
14,t14,Aperiodic,15,0.000000,2.400000,2.400000,50.000000,50.000000,80.000000,50.000000,HARD,,
15,t15,Periodic,12,0.000000,0.400000,0.400000,60.000000,,,60.000000,HARD,,
16,t16,Periodic,18,0.000000,0.400000,0.400000,20.000000,,,20.000000,HARD,,
17,t17,Periodic,8,0.000000,3.700000,3.700000,160.000000,,,160.000000,HARD,,
18,t18,Periodic,17,0.000000,7.700000,7.700000,30.000000,,,30.000000,HARD,,
19,t19,Periodic,5,0.000000,2.800000,2.800000,320.000000,,,320.000000,HARD,,
20,t20,Aperiodic,14,0.000000,0.900000,0.900000,50.000000,50.000000,80.000000,50.000000,HARD,,

